season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,year,month,day
2,0,1,1,17.22,21.21,26,15.0013,3,108,2012,4,9
3,0,0,1,38.54,41.665,29,6.0032,83,194,2012,7,7
4,0,1,2,27.06,30.305,78,0.0,21,199,2012,10,3
3,0,0,1,24.6,29.545,73,0.0,8,101,2012,9,15
3,0,1,1,33.62,12.12,36,22.0028,144,647,2012,8,17
4,0,1,1,15.58,19.695,40,19.0012,24,207,2012,11,5
1,0,0,1,14.76,15.91,32,31.0009,58,94,2011,2,13
1,0,1,1,4.92,6.82,50,12.998,1,14,2011,1,13
3,0,1,1,29.52,34.85,74,16.9979,10,27,2012,9,5
4,1,0,2,22.14,25.76,88,7.0015,12,63,2011,10,10
4,0,1,1,12.3,15.91,87,7.0015,7,316,2011,11,8
4,0,1,1,21.32,25.0,52,0.0,24,105,2011,10,6
4,0,1,1,11.48,15.91,87,0.0,15,114,2011,12,9
2,0,1,2,23.78,27.275,88,8.9981,7,14,2012,5,16
4,0,1,2,12.3,15.15,56,11.0014,20,116,2012,12,12
3,0,1,1,30.34,36.365,74,6.0032,48,229,2011,7,19
4,0,1,2,13.94,15.15,49,30.0026,15,109,2011,11,17
3,0,1,2,30.34,34.09,58,7.0015,29,93,2011,8,3
4,0,1,1,21.32,25.0,59,22.0028,16,190,2012,10,15
4,0,1,2,16.4,20.455,58,16.9979,21,559,2012,11,19
4,0,0,1,9.84,11.365,60,16.9979,7,122,2011,12,18
1,0,1,2,13.94,17.425,87,7.0015,2,73,2012,1,17
1,0,0,1,18.86,22.725,41,30.0026,100,144,2011,3,12
1,0,1,1,9.84,12.12,75,11.0014,10,109,2011,3,15
2,0,1,1,18.86,22.725,88,7.0015,2,21,2012,5,7
4,0,1,1,12.3,15.91,45,7.0015,31,586,2012,12,6
3,0,0,2,34.44,39.395,49,11.0014,209,253,2012,9,1
2,0,1,1,13.12,15.91,57,11.0014,0,84,2012,4,13
4,0,1,1,13.12,15.91,66,11.0014,5,19,2012,11,2
1,0,1,1,4.92,7.575,42,7.0015,1,33,2011,2,10
1,0,1,3,6.56,7.575,80,12.998,0,37,2011,2,9
4,0,0,2,12.3,15.15,56,11.0014,12,41,2012,11,4
3,0,1,3,25.42,27.275,94,11.0014,3,26,2011,9,7
4,1,0,1,19.68,23.485,88,0.0,4,30,2011,10,10
1,0,1,1,8.2,9.85,47,12.998,0,5,2011,2,16
2,0,1,1,22.96,26.515,68,22.0028,1,34,2012,5,17
3,0,1,2,30.34,33.335,51,11.0014,29,408,2011,8,3
1,0,0,1,9.84,11.365,38,15.0013,28,178,2012,1,14
4,0,1,1,22.96,26.515,49,6.0032,46,180,2011,10,6
2,0,1,1,17.22,21.21,35,19.0012,88,158,2012,4,5
2,0,1,1,18.86,22.725,88,7.0015,8,134,2012,5,7
3,0,0,1,29.52,33.335,58,12.998,47,93,2011,7,9
4,0,1,1,18.04,21.97,54,16.9979,47,170,2012,11,19
1,0,0,2,18.04,21.97,77,19.9995,10,34,2011,3,5
1,0,1,2,12.3,15.91,93,7.0015,1,11,2012,2,17
2,0,1,1,21.32,25.0,48,35.0008,77,179,2012,5,10
4,0,1,1,20.5,24.24,51,11.0014,31,136,2011,11,9
1,0,1,1,6.56,9.85,55,6.0032,3,92,2011,1,7
3,1,0,2,30.34,35.605,74,15.0013,135,224,2012,9,3
3,0,0,1,31.16,34.85,55,19.0012,147,244,2011,7,17
2,0,1,1,13.12,15.15,66,19.0012,1,22,2012,4,12
2,0,1,2,26.24,31.06,53,16.9979,68,175,2012,5,9
4,0,1,2,26.24,28.79,89,0.0,0,10,2012,10,4
4,0,1,1,18.04,21.97,88,15.0013,0,5,2012,10,18
3,0,1,2,25.42,27.275,94,16.9979,1,1,2011,9,9
1,0,1,1,8.2,10.605,40,11.0014,2,145,2011,2,3
2,0,0,2,30.34,32.575,27,27.9993,180,224,2011,6,4
3,0,1,1,32.8,37.12,49,8.9981,36,514,2012,7,5
4,0,1,1,19.68,23.485,82,0.0,8,23,2011,10,18
1,0,1,2,8.2,9.85,40,16.9979,7,43,2011,1,7
4,0,1,1,13.94,17.425,46,7.0015,9,219,2011,12,1
4,0,1,1,10.66,15.15,75,0.0,0,22,2011,12,14
2,0,1,1,16.4,20.455,50,35.0008,85,119,2012,4,2
2,0,1,1,18.86,22.725,63,0.0,20,277,2011,4,18
3,0,1,1,27.06,30.305,83,16.9979,33,83,2011,7,13
4,0,0,3,16.4,20.455,71,8.9981,16,70,2012,10,7
2,0,1,1,29.52,32.575,39,12.998,121,255,2012,6,15
2,0,1,1,15.58,19.695,54,23.9994,52,265,2012,4,2
4,0,0,1,18.86,22.725,36,12.998,235,435,2012,10,13
3,0,0,2,26.24,28.79,89,7.0015,5,48,2011,7,9
3,1,0,2,24.6,27.275,88,39.0007,15,49,2011,9,5
2,0,1,1,12.3,14.395,49,19.0012,15,231,2012,4,6
3,0,1,1,25.42,31.06,35,19.9995,111,857,2012,9,10
4,0,1,1,18.86,22.725,36,26.0027,53,237,2011,11,4
4,0,0,2,26.24,31.06,57,35.0008,310,400,2012,10,6
2,0,1,1,30.34,32.575,22,26.0027,74,451,2011,6,2
1,0,0,2,13.12,15.15,39,16.9979,14,60,2011,1,15
4,0,1,1,18.86,22.725,67,16.9979,19,168,2011,10,4
2,0,1,2,23.78,27.275,88,0.0,12,27,2012,5,16
4,0,0,1,13.94,16.665,53,8.9981,31,193,2011,12,3
2,0,1,3,23.78,27.275,64,16.9979,44,139,2011,5,19
4,0,1,1,18.86,22.725,88,6.0032,34,161,2011,10,6
1,0,0,1,13.94,16.665,42,11.0014,5,81,2012,2,18
3,0,1,2,29.52,34.09,62,12.998,57,310,2012,8,15
4,0,1,2,22.14,25.76,77,7.0015,0,11,2012,10,2
1,0,1,3,13.12,16.665,70,8.9981,2,42,2012,2,16
4,0,1,1,19.68,23.485,77,7.0015,0,23,2011,12,16
4,0,1,2,22.14,25.76,94,7.0015,26,363,2012,10,19
4,0,0,1,10.66,12.88,60,15.0013,26,202,2011,12,18
2,0,1,1,18.86,22.725,41,19.0012,13,71,2011,4,6
2,0,1,1,28.7,33.335,79,11.0014,9,25,2011,6,1
1,0,1,2,8.2,11.365,59,6.0032,0,5,2012,1,5
3,0,1,1,30.34,33.335,51,15.0013,41,251,2011,9,13
2,0,1,1,18.04,21.97,33,0.0,77,142,2012,4,3
2,0,1,1,25.42,30.305,69,6.0032,51,189,2012,5,2
4,0,1,2,14.76,18.18,62,7.0015,29,184,2012,11,15
4,0,0,1,13.94,16.665,53,8.9981,23,158,2012,11,3
2,0,0,1,22.96,26.515,60,16.9979,89,243,2012,6,2
4,0,1,1,19.68,23.485,77,8.9981,7,36,2011,10,5
4,0,1,1,22.14,25.76,39,16.9979,94,214,2012,10,16
2,0,0,2,21.32,25.0,100,8.9981,4,38,2011,5,15
1,0,1,1,22.14,25.76,52,19.0012,20,315,2012,2,1
3,0,1,1,26.24,30.305,69,7.0015,0,10,2012,7,12
4,0,0,1,16.4,20.455,35,19.0012,93,218,2011,11,19
3,0,1,1,36.9,39.395,27,0.0,52,77,2011,8,1
2,0,1,1,28.7,32.575,65,16.9979,49,194,2011,6,17
1,0,1,1,18.86,22.725,63,30.0026,20,442,2012,1,17
3,0,0,1,24.6,31.06,46,15.0013,57,149,2012,9,9
1,0,1,1,18.86,22.725,63,26.0027,6,5,2012,3,8
4,0,1,1,16.4,20.455,66,6.0032,0,16,2012,10,12
1,0,1,1,13.94,16.665,46,8.9981,5,58,2011,3,14
1,0,1,2,18.04,21.97,94,0.0,16,132,2012,3,16
1,0,1,1,6.56,6.82,40,22.0028,3,53,2011,2,8
2,0,0,1,16.4,20.455,82,7.0015,1,4,2011,5,7
3,0,1,1,34.44,40.15,53,19.0012,45,220,2011,7,18
2,0,1,1,25.42,28.79,83,8.9981,37,141,2011,6,17
4,0,1,1,17.22,21.21,62,11.0014,27,388,2012,10,11
2,0,1,1,27.88,31.82,41,12.998,51,279,2011,6,14
4,0,1,3,18.86,22.725,94,6.0032,7,53,2011,11,16
3,0,0,1,34.44,35.605,20,0.0,177,215,2011,7,2
4,0,1,1,16.4,20.455,37,23.9994,14,182,2011,11,4
3,0,1,1,36.08,40.91,42,16.9979,112,268,2012,8,3
2,0,0,1,25.42,29.545,73,19.9995,120,247,2011,5,15
4,0,1,3,16.4,20.455,94,19.9995,3,48,2011,12,7
3,0,1,1,25.42,12.12,78,8.9981,6,151,2012,8,17
1,0,1,2,8.2,11.365,47,6.0032,4,48,2012,1,4
2,0,1,3,19.68,23.485,47,15.0013,31,116,2012,4,18
1,0,1,1,13.94,16.665,53,12.998,1,16,2011,2,17
4,0,1,1,17.22,21.21,38,0.0,20,391,2011,12,2
2,0,1,1,23.78,27.275,60,19.0012,12,169,2012,6,14
4,1,0,1,22.14,25.76,77,0.0,58,161,2011,10,10
3,0,1,2,28.7,33.335,74,39.0007,17,97,2012,9,18
1,0,1,1,22.96,26.515,43,11.0014,19,72,2012,3,14
1,0,0,1,5.74,6.06,54,19.0012,11,115,2012,1,15
1,0,0,1,10.66,12.88,93,15.0013,7,52,2011,2,5
1,0,0,2,17.22,21.21,100,19.0012,1,8,2011,1,2
3,0,1,1,28.7,33.335,74,8.9981,0,15,2012,7,10
3,0,1,1,24.6,28.03,83,7.0015,20,350,2011,9,14
2,0,0,1,15.58,19.695,46,0.0,4,8,2012,4,8
4,0,0,1,13.94,16.665,61,11.0014,2,3,2011,11,13
1,0,1,2,15.58,19.695,46,22.0028,21,93,2011,3,15
2,0,1,3,20.5,24.24,77,23.9994,2,96,2012,5,9
2,0,1,1,24.6,31.06,49,19.0012,2,8,2011,6,14
1,0,1,3,6.56,11.365,93,0.0,0,52,2011,2,1
1,0,0,1,9.84,10.605,41,23.9994,1,3,2012,3,10
3,0,1,1,31.98,37.12,59,22.0028,88,684,2012,9,7
2,0,1,1,16.4,20.455,82,22.0028,3,69,2011,5,4
3,0,1,1,30.34,32.575,35,11.0014,58,202,2011,7,1
2,0,1,1,17.22,21.21,35,8.9981,13,174,2012,4,12
4,0,0,1,14.76,17.425,66,11.0014,9,120,2012,11,18
2,0,0,1,29.52,33.335,58,12.998,18,50,2011,6,11
4,1,0,1,14.76,16.665,34,22.0028,49,189,2011,11,11
3,0,1,3,28.7,33.335,84,11.0014,10,52,2012,9,6
3,0,1,1,33.62,34.85,17,0.0,85,342,2011,7,1
1,0,0,2,6.56,9.85,59,6.0032,0,12,2011,1,15
2,0,0,1,26.24,28.79,83,7.0015,19,74,2011,6,12
1,0,0,2,16.4,20.455,100,19.9995,1,8,2011,3,6
4,0,1,1,13.12,17.425,87,0.0,0,8,2011,12,5
1,0,1,1,7.38,10.605,80,7.0015,0,17,2012,2,6
3,0,0,1,18.04,21.97,77,15.0013,1,0,2011,9,18
2,0,0,1,17.22,21.21,71,8.9981,10,57,2012,5,12
1,0,0,3,8.2,10.605,100,8.9981,3,31,2011,2,5
1,0,0,2,12.3,14.395,36,19.0012,3,45,2012,2,19
3,0,1,1,17.22,21.21,67,12.998,7,19,2011,9,16
1,0,1,2,14.76,18.18,57,6.0032,10,54,2011,2,7
3,0,1,1,27.06,12.12,65,7.0015,16,38,2012,8,17
3,0,0,1,35.26,39.395,41,22.0028,169,321,2012,8,4
3,0,1,1,31.16,36.365,66,12.998,94,533,2012,8,14
2,0,0,1,22.14,25.76,24,16.9979,198,259,2012,4,8
3,0,1,1,27.06,12.12,61,8.9981,4,15,2012,8,17
1,0,1,1,9.02,9.85,37,26.0027,4,43,2011,2,3
4,0,1,2,15.58,19.695,87,7.0015,1,14,2012,12,17
1,0,0,1,12.3,14.395,52,15.0013,6,63,2012,2,5
4,0,1,1,21.32,25.0,48,12.998,24,257,2011,11,9
3,0,1,1,26.24,28.79,89,11.0014,19,150,2012,9,6
3,0,1,1,30.34,34.85,70,16.9979,35,335,2012,7,18
3,0,1,1,31.16,34.85,55,16.9979,86,470,2011,8,17
2,0,1,3,22.14,25.76,52,23.9994,85,385,2011,5,6
3,0,1,1,36.9,38.635,25,19.0012,48,120,2011,8,2
4,0,1,1,19.68,23.485,55,6.0032,33,465,2011,11,3
2,0,1,1,22.96,26.515,49,23.9994,48,198,2011,5,6
1,0,0,3,14.76,18.18,93,6.0032,4,34,2012,3,3
4,0,1,1,13.12,17.425,87,0.0,0,2,2011,12,5
1,0,1,2,12.3,14.395,52,16.9979,10,43,2011,3,11
3,0,1,1,27.88,31.82,79,8.9981,8,132,2012,7,16
2,0,0,1,27.06,30.305,83,11.0014,62,144,2011,6,12
1,0,0,1,18.86,22.725,31,22.0028,92,125,2011,3,19
4,0,1,1,23.78,27.275,94,8.9981,8,16,2011,10,14
1,0,1,2,6.56,11.365,59,0.0,0,95,2011,1,6
3,0,1,1,27.06,30.305,83,8.9981,3,39,2012,7,10
2,0,1,2,30.34,34.85,57,11.0014,15,82,2011,6,9
4,0,0,1,20.5,24.24,31,23.9994,24,115,2011,11,13
4,0,1,1,13.94,18.18,61,0.0,10,308,2011,12,9
2,0,1,3,22.96,26.515,78,11.0014,16,172,2011,6,16
2,0,1,1,25.42,28.79,83,8.9981,0,4,2012,6,13
1,0,1,1,22.96,26.515,49,22.0028,12,141,2012,3,8
2,0,1,2,22.96,26.515,83,27.9993,26,104,2011,5,17
3,0,0,3,30.34,35.605,79,11.0014,61,88,2011,8,6
3,0,1,1,23.78,27.275,78,6.0032,7,7,2011,9,1
1,0,1,2,13.94,17.425,81,7.0015,18,101,2012,1,12
4,0,0,2,14.76,18.94,100,0.0,34,175,2012,12,8
3,0,1,3,25.42,27.275,94,12.998,3,21,2011,9,7
2,0,1,1,15.58,19.695,46,0.0,0,3,2012,4,3
3,0,1,2,20.5,24.24,82,15.0013,20,312,2011,9,19
3,0,1,1,27.06,31.06,74,8.9981,45,240,2011,8,15
2,0,1,1,26.24,31.06,36,31.0009,59,98,2011,4,4
1,0,0,1,4.92,7.575,54,7.0015,3,89,2012,1,14
3,0,1,1,24.6,31.06,40,16.9979,55,234,2012,9,19
1,0,1,1,12.3,13.635,42,26.0027,4,110,2012,1,18
2,0,1,1,24.6,31.06,49,0.0,22,185,2011,6,15
1,0,1,1,8.2,10.605,59,11.0014,1,447,2012,2,10
3,0,0,2,27.06,30.305,78,11.0014,14,28,2011,8,6
4,0,1,1,14.76,17.425,66,15.0013,5,22,2012,11,19
2,0,1,1,16.4,20.455,71,16.9979,22,388,2011,5,4
4,0,0,1,14.76,17.425,62,12.998,22,134,2012,12,15
3,0,1,1,31.98,37.12,59,12.998,109,531,2012,8,6
2,0,0,1,26.24,29.545,78,12.998,33,74,2011,6,12
4,0,1,1,13.12,15.15,57,19.9995,20,477,2012,11,6
2,0,1,2,26.24,30.305,65,12.998,68,450,2011,5,2
4,0,1,1,19.68,23.485,44,26.0027,0,26,2011,12,16
1,0,1,1,5.74,5.305,50,26.0027,0,30,2011,1,3
3,0,1,1,23.78,27.275,83,7.0015,4,6,2011,9,13
3,0,1,2,27.06,29.545,94,0.0,4,37,2012,8,9
3,0,1,2,28.7,33.335,74,8.9981,20,94,2011,8,18
3,0,1,1,30.34,33.335,48,12.998,83,273,2012,8,16
4,0,1,2,18.86,22.725,88,19.9995,2,14,2011,12,6
2,0,1,3,13.94,15.15,93,26.0027,5,74,2011,5,4
3,0,1,1,27.06,30.305,83,0.0,19,152,2012,7,3
4,0,0,1,11.48,14.395,81,7.0015,8,65,2012,11,18
1,0,1,1,18.86,22.725,59,19.9995,10,149,2012,3,7
3,0,1,1,30.34,33.335,51,7.0015,12,90,2012,7,2
2,0,0,1,27.88,31.82,54,16.9979,255,347,2012,5,13
4,0,0,1,10.66,13.635,65,7.0015,0,5,2012,11,4
1,0,1,1,13.94,15.91,61,19.0012,5,156,2011,1,19
4,1,0,1,29.52,32.575,37,0.0,146,219,2011,10,10
3,0,1,2,29.52,32.575,45,8.9981,37,175,2012,7,13
1,0,1,1,9.84,11.365,52,15.0013,4,95,2012,2,9
1,0,1,1,6.56,8.335,47,11.0014,3,92,2011,1,10
1,0,1,2,22.96,26.515,49,15.0013,49,237,2012,3,12
3,0,0,3,27.88,31.82,65,6.0032,8,25,2011,7,3
4,0,1,2,24.6,31.06,43,11.0014,61,262,2012,10,1
2,0,0,2,14.76,17.425,76,11.0014,13,49,2012,4,1
3,0,0,1,34.44,37.12,39,19.0012,142,219,2011,7,10
3,0,1,3,28.7,33.335,79,0.0,24,622,2012,9,6
3,0,0,1,25.42,29.545,73,11.0014,17,18,2011,9,3
1,0,1,1,0.82,3.03,44,8.9981,5,310,2012,1,4
4,0,1,2,11.48,12.88,56,19.9995,6,68,2012,11,7
1,0,1,2,13.94,15.15,49,19.9995,18,95,2011,3,11
1,0,1,2,9.02,9.85,75,30.0026,0,1,2012,2,9
2,0,0,2,26.24,31.06,61,11.0014,26,70,2011,6,5
2,0,1,1,21.32,25.0,83,0.0,14,103,2011,5,18
2,0,1,1,26.24,30.305,25,19.0012,105,670,2012,4,17
4,1,0,2,17.22,21.21,66,16.9979,81,416,2012,10,8
2,0,1,2,24.6,31.06,56,16.9979,0,6,2012,6,14
3,0,1,1,30.34,34.09,62,0.0,24,258,2011,8,1
3,0,0,1,37.72,44.695,42,19.9995,120,269,2012,7,8
3,0,0,1,31.16,33.335,37,15.0013,256,379,2012,8,18
3,0,1,1,24.6,28.79,78,11.0014,7,30,2012,8,16
4,0,0,2,10.66,15.15,93,0.0,1,6,2012,12,2
2,0,1,1,27.88,31.82,61,8.9981,59,277,2011,6,6
2,0,1,1,17.22,21.21,67,12.998,10,89,2011,4,13
1,1,0,1,5.74,8.335,43,7.0015,2,18,2012,1,16
2,0,1,1,29.52,31.82,26,22.0028,63,286,2011,6,3
4,0,0,1,27.06,31.06,39,27.9993,213,355,2012,10,14
4,0,0,1,18.04,21.97,88,0.0,1,14,2011,10,9
1,0,0,1,22.14,25.76,68,0.0,58,153,2012,3,17
2,0,1,1,24.6,31.06,56,15.0013,4,17,2012,6,14
3,0,1,3,28.7,33.335,89,12.998,1,4,2012,7,9
4,0,1,2,18.04,21.97,94,8.9981,0,18,2012,12,18
4,0,1,1,13.94,16.665,49,12.998,9,102,2011,12,2
1,0,1,1,16.4,20.455,50,15.0013,39,98,2012,3,12
2,0,1,2,24.6,31.06,56,16.9979,0,40,2012,6,14
1,0,1,1,22.96,26.515,68,11.0014,56,145,2012,3,19
4,0,0,1,21.32,25.0,27,22.0028,35,155,2011,11,13
4,0,1,1,11.48,15.15,65,6.0032,1,2,2012,12,19
4,0,0,1,9.84,14.395,93,0.0,1,3,2011,12,4
4,0,1,2,18.86,22.725,77,0.0,16,284,2012,12,3
1,0,1,2,18.86,22.725,82,19.0012,16,292,2012,3,13
3,0,0,1,25.42,29.545,73,6.0032,11,37,2012,8,12
2,0,1,1,22.14,25.76,60,16.9979,0,3,2011,6,14
4,0,0,1,14.76,17.425,76,8.9981,8,116,2011,12,4
1,0,1,1,9.02,12.88,25,6.0032,13,67,2011,3,3
1,0,1,1,9.84,11.365,52,15.0013,0,17,2012,2,10
4,0,0,1,17.22,21.21,62,8.9981,10,64,2012,10,7
2,0,1,2,24.6,31.06,53,22.0028,75,197,2012,5,7
4,0,1,2,14.76,17.425,71,11.0014,40,175,2012,12,7
2,0,0,1,24.6,27.275,88,0.0,16,37,2011,6,18
4,0,1,1,17.22,21.21,82,7.0015,0,10,2012,10,1
3,0,1,1,30.34,33.335,51,15.0013,63,350,2011,8,1
3,0,1,2,27.88,31.82,65,8.9981,72,207,2011,9,2
1,0,1,1,13.12,15.91,57,12.998,0,3,2012,3,2
2,0,1,2,24.6,30.305,64,12.998,59,305,2011,5,12
2,0,1,2,24.6,28.79,78,8.9981,33,314,2012,5,16
3,0,1,1,28.7,33.335,79,6.0032,1,4,2011,7,6
4,0,0,1,12.3,15.91,89,6.0032,12,56,2012,11,11
3,0,0,2,27.06,31.06,36,15.0013,350,433,2012,9,15
4,0,1,1,16.4,20.455,54,12.998,21,169,2012,10,12
2,0,1,1,23.78,27.275,53,22.0028,1,1,2011,6,14
2,0,1,2,27.06,31.06,65,19.0012,50,179,2012,5,1
2,0,1,1,26.24,31.06,38,26.0027,103,719,2012,6,4
4,0,1,3,13.94,14.395,87,43.0006,2,31,2011,12,7
4,0,1,1,20.5,24.24,77,7.0015,9,64,2011,10,5
4,0,1,3,22.14,25.76,68,0.0,11,251,2012,10,1
1,0,1,1,8.2,9.09,75,23.9994,0,1,2011,3,7
4,0,0,1,17.22,21.21,50,19.0012,31,101,2011,11,12
1,0,1,1,9.02,13.635,47,0.0,11,222,2012,3,6
2,0,0,2,18.04,21.97,77,0.0,0,5,2011,5,8
1,0,0,1,12.3,16.665,70,0.0,46,224,2012,2,4
1,0,0,1,9.02,13.635,69,0.0,9,6,2011,1,16
3,0,1,1,37.72,41.665,33,16.9979,109,324,2012,7,5
3,0,1,1,30.34,34.09,62,19.0012,70,498,2012,9,7
3,0,0,1,28.7,32.575,61,15.0013,97,160,2011,9,3
1,0,1,1,13.94,16.665,46,11.0014,7,194,2012,2,6
4,0,1,1,13.12,17.425,93,0.0,0,5,2011,11,9
3,0,1,1,27.06,30.305,83,8.9981,2,2,2011,8,1
4,0,1,1,28.7,32.575,51,15.0013,112,789,2012,10,4
4,0,1,2,18.04,21.97,72,15.0013,10,104,2011,11,14
2,0,0,1,26.24,31.06,36,0.0,171,341,2012,6,2
3,0,1,1,31.98,37.12,59,19.9995,41,167,2011,7,11
4,0,1,2,14.76,17.425,87,11.0014,3,18,2011,11,1
2,0,1,1,13.94,15.15,46,22.0028,36,245,2011,4,1
4,0,0,1,18.04,21.97,54,0.0,39,153,2012,11,10
2,0,1,2,20.5,24.24,42,19.0012,0,7,2012,4,18
2,0,1,1,16.4,20.455,37,16.9979,61,290,2012,4,5
3,0,1,2,27.88,31.82,65,0.0,75,171,2012,9,14
3,0,0,1,28.7,33.335,84,15.0013,69,200,2012,7,14
4,0,1,1,6.56,8.335,80,11.0014,2,221,2011,12,13
2,0,1,1,27.06,31.06,61,16.9979,39,119,2011,4,11
2,0,1,1,30.34,32.575,23,40.9973,83,283,2011,4,4
4,0,0,2,14.76,17.425,93,8.9981,16,84,2012,12,8
4,0,1,3,22.96,26.515,64,7.0015,42,571,2012,10,1
2,0,1,1,30.34,34.85,66,8.9981,14,115,2011,6,1
2,0,1,2,22.14,25.76,88,11.0014,25,96,2012,6,18
2,0,1,1,20.5,24.24,94,0.0,3,12,2011,5,19
2,0,1,1,22.14,25.76,94,8.9981,1,5,2011,6,17
1,0,1,1,24.6,31.06,31,16.9979,31,192,2012,3,1
3,0,1,2,27.06,31.06,57,15.0013,34,145,2011,9,1
4,0,1,2,18.86,22.725,100,16.9979,4,9,2011,12,7
4,0,0,1,22.96,26.515,73,7.0015,59,134,2011,10,9
4,0,0,2,13.12,15.15,49,19.9995,8,8,2012,11,3
1,0,1,2,9.84,12.88,93,6.0032,4,119,2011,2,2
2,0,1,1,20.5,24.24,55,15.0013,2,23,2011,4,19
1,0,1,1,6.56,6.06,37,27.9993,9,68,2012,1,3
4,0,1,1,13.12,16.665,81,6.0032,20,142,2012,11,9
4,0,1,3,18.04,21.97,100,12.998,5,28,2011,12,7
1,0,1,1,13.12,15.91,61,11.0014,19,131,2012,2,6
1,1,0,2,7.38,9.09,43,12.998,0,5,2011,1,17
3,0,1,1,28.7,32.575,70,12.998,18,329,2011,7,18
2,0,1,1,13.94,15.15,53,23.9994,15,80,2011,4,1
4,0,1,1,9.02,10.605,55,19.9995,2,122,2012,12,6
3,0,0,1,26.24,31.06,53,0.0,9,43,2011,7,2
4,0,1,3,22.14,25.76,94,11.0014,5,126,2012,10,19
1,0,1,2,15.58,19.695,46,8.9981,6,178,2012,2,14
2,0,0,1,25.42,31.06,43,15.0013,127,277,2012,6,3
1,0,1,1,10.66,14.395,52,6.0032,7,9,2012,2,10
2,0,1,2,20.5,24.24,77,19.0012,41,131,2011,5,2
2,0,1,1,20.5,24.24,34,11.0014,33,225,2011,5,5
2,0,0,1,29.52,33.335,58,7.0015,30,80,2012,6,10
1,0,1,1,9.02,10.605,51,15.0013,7,90,2012,2,9
1,0,1,2,11.48,15.91,61,0.0,4,84,2011,3,14
4,0,1,2,12.3,15.15,70,8.9981,8,349,2012,11,2
4,0,1,3,14.76,16.665,87,23.9994,2,3,2012,11,13
3,0,0,2,27.88,31.82,83,15.0013,78,105,2011,8,13
3,1,0,1,27.06,29.545,89,6.0032,6,5,2012,9,3
4,1,0,1,12.3,15.91,45,6.0032,6,67,2011,11,11
4,0,0,1,18.04,21.97,44,19.0012,142,224,2011,11,12
4,0,0,1,16.4,20.455,54,19.0012,38,97,2011,11,13
2,0,0,1,25.42,31.06,57,0.0,260,355,2012,6,17
4,0,0,1,10.66,12.12,60,19.0012,3,31,2011,11,5
3,0,0,2,19.68,23.485,67,15.0013,32,145,2011,9,17
4,0,1,2,12.3,14.395,49,19.0012,4,135,2012,11,5
1,0,1,1,10.66,10.605,48,30.0026,19,41,2011,3,7
1,0,1,2,9.02,12.12,73,7.0015,1,69,2012,1,6
2,0,1,2,22.14,25.76,83,0.0,35,95,2011,5,19
3,0,1,3,25.42,27.275,94,11.0014,1,55,2011,9,8
2,0,1,1,24.6,28.03,83,6.0032,51,205,2012,5,4
3,0,1,1,21.32,25.0,59,7.0015,5,27,2012,9,11
2,0,1,1,18.86,22.725,63,15.0013,5,2,2011,4,19
3,0,1,1,25.42,29.545,73,7.0015,4,40,2012,7,12
2,0,1,2,21.32,25.0,72,16.9979,50,285,2012,6,5
4,0,1,2,22.14,25.76,88,26.0027,27,377,2011,10,12
1,0,1,1,9.84,12.88,38,7.0015,5,127,2011,1,5
1,0,1,1,18.86,22.725,24,16.9979,50,188,2012,3,9
4,0,1,2,12.3,14.395,65,12.998,7,403,2012,11,15
3,0,0,1,31.98,36.365,55,12.998,110,177,2011,7,10
2,0,0,2,12.3,14.395,87,15.0013,5,26,2011,4,9
4,0,1,1,9.84,11.365,65,12.998,4,142,2012,11,14
4,0,0,2,14.76,16.665,46,19.0012,58,239,2012,11,3
4,0,0,2,17.22,21.21,82,12.998,12,142,2012,12,2
4,0,1,1,15.58,19.695,46,26.0027,19,334,2012,12,18
2,0,1,1,27.06,31.06,39,15.0013,3,28,2011,6,2
4,0,1,1,8.2,11.365,75,6.0032,3,14,2011,12,19
4,0,1,1,17.22,21.21,41,6.0032,22,254,2011,12,2
3,0,0,2,22.96,26.515,73,12.998,18,106,2012,9,9
3,0,0,1,25.42,28.03,88,7.0015,2,9,2012,8,11
1,0,1,1,13.94,17.425,34,6.0032,10,92,2011,3,1
2,0,1,1,15.58,19.695,76,16.9979,9,45,2011,4,7
2,0,1,3,21.32,25.0,77,11.0014,5,22,2011,5,4
1,0,0,1,7.38,12.12,55,0.0,3,25,2011,1,15
1,0,1,2,13.12,15.91,66,12.998,22,56,2011,3,15
3,0,1,1,27.88,31.82,65,11.0014,2,8,2011,7,11
4,0,1,1,18.86,22.725,63,8.9981,21,126,2011,11,8
4,0,1,1,21.32,25.0,77,0.0,0,41,2012,10,5
4,0,1,3,22.14,25.76,77,0.0,17,88,2012,10,1
4,0,1,2,18.04,21.97,88,0.0,1,45,2012,12,4
2,0,0,3,21.32,25.0,83,11.0014,5,31,2012,5,6
4,0,1,2,14.76,17.425,71,11.0014,34,269,2012,12,7
1,0,1,1,13.94,15.91,49,15.0013,23,200,2011,3,11
4,0,0,1,16.4,20.455,62,19.9995,125,303,2012,11,18
3,0,0,1,33.62,37.88,46,19.0012,133,244,2011,7,10
3,0,0,1,30.34,34.09,60,15.0013,127,177,2011,7,17
4,0,1,2,15.58,19.695,87,6.0032,2,64,2011,11,4
4,0,1,2,24.6,29.545,69,0.0,40,195,2011,10,11
